primerid	contrast	nomP	coef	adjP	donorID	group_type	dir
LRRC75A	Time	0.544639421583642	0.00409460301513451	0.772740699611676	PTID4	B-naive	increasing over time
LARP1	Time	0.289361409524617	0.00409292993677521	0.616236003669795	PTID4	B-naive	increasing over time
OAZ1	Time	0.00337765408682634	0.00409292788924365	0.127606567775363	PTID4	B-naive	increasing over time
APOBEC3G	Time	0.0622075001136608	0.00409033256381292	0.376297364245963	PTID4	B-naive	increasing over time
GTF2H5	Time	0.135262651924506	0.00408753847488588	0.487297324230139	PTID4	B-naive	increasing over time
YAF2	Time	0.474454644530428	0.00408595200070927	0.731459916670145	PTID4	B-naive	increasing over time
FAM89B	Time	0.119267932358027	0.00408278988803476	0.471338051412747	PTID4	B-naive	increasing over time
NARS	Time	0.126547089003171	0.00408263696815223	0.474414937953149	PTID4	B-naive	increasing over time
SECISBP2L	Time	0.445760118754488	0.00407270826193004	0.714229281186169	PTID4	B-naive	increasing over time
ZNF644	Time	0.160153170352019	0.00406856524436899	0.51407478502607	PTID4	B-naive	increasing over time
BRD2	Time	0.638878843703308	0.00405728692150442	0.822040306879085	PTID4	B-naive	increasing over time
RNF10	Time	0.354941819712765	0.00405350631203374	0.6541609432166	PTID4	B-naive	increasing over time
SMIM20	Time	0.343598692994643	0.00405336886284013	0.650044852550434	PTID4	B-naive	increasing over time
UBAP2L	Time	0.28681797160235	0.00404963551551116	0.613910193486625	PTID4	B-naive	increasing over time
DCTN3	Time	0.529602400719675	0.00404447290132642	0.765241056665104	PTID4	B-naive	increasing over time
POLR1D	Time	0.772354881501006	0.00404239648129712	0.886583758140911	PTID4	B-naive	increasing over time
EPRS	Time	0.194639864123659	0.00404162926427834	0.548016505285849	PTID4	B-naive	increasing over time
FGFR1OP2	Time	0.694075445902671	0.00403972816385273	0.847611787749134	PTID4	B-naive	increasing over time
PTRHD1	Time	0.586698811289392	0.00403519165095403	0.788355774697282	PTID4	B-naive	increasing over time
RCOR3	Time	0.146461329884319	0.00402297843465911	0.49458922279921	PTID4	B-naive	increasing over time
